line,section_name,section_artist,song_name,artist_name,song_id
So I lay my head back down,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
And I lift my hands and pray,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
"To be only yours, I pray",Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
To be only yours,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
I know now,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
You're my only hope,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
Sing to me the song of the stars,Verse 2,Mandy Moore,Only Hope,Mandy Moore,264284
Of your galaxy dancing and laughing and laughing again,Verse 2,Mandy Moore,Only Hope,Mandy Moore,264284
When it feels like my dreams are so far,Verse 2,Mandy Moore,Only Hope,Mandy Moore,264284
Sing to me of the plans that you have for me over again,Verse 2,Mandy Moore,Only Hope,Mandy Moore,264284
So I lay my head back down,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
And I lift my hands and pray,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
"To be only yours, I pray",Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
To be only yours,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
I know now,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
You're my only hope,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
I give you my destiny,Verse 3,Mandy Moore,Only Hope,Mandy Moore,264284
I'm giving you all of me,Verse 3,Mandy Moore,Only Hope,Mandy Moore,264284
I want your symphony,Verse 3,Mandy Moore,Only Hope,Mandy Moore,264284
Singing in all that I am,Verse 3,Mandy Moore,Only Hope,Mandy Moore,264284
At the top of my lungs,Verse 3,Mandy Moore,Only Hope,Mandy Moore,264284
I'm giving it all I have,Verse 3,Mandy Moore,Only Hope,Mandy Moore,264284
So I lay my head back down,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
And I lift my hands and pray,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
"To be only yours, I pray",Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
"To be only yours, I pray",Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
To be only yours,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
I know now,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
You're my only hope,Chorus,Mandy Moore,Only Hope,Mandy Moore,264284
"Jamie saved my life, I'll always miss her",Spoken outro,Mandy Moore,Only Hope,Mandy Moore,264284
"But our love is like a wind, I can't see it, but I can feel it",Spoken outro,Mandy Moore,Only Hope,Mandy Moore,264284
I don't need a lot of things,Verse 1,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I can get by with nothing,Verse 1,LeAnn Rimes,I Need You,LeAnn Rimes,423026
But all the blessings life can bring,Verse 1,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I've always needed something,Verse 1,LeAnn Rimes,I Need You,LeAnn Rimes,423026
But I've got all I want when it comes to loving you,Verse 1,LeAnn Rimes,I Need You,LeAnn Rimes,423026
You're my only reason,Verse 1,LeAnn Rimes,I Need You,LeAnn Rimes,423026
You're my only truth,Verse 1,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"I need you like water, like breath, like rain",Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you like mercy from Heaven's gate,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
There's a freedom in your arms,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
That carries me through,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
You're the hope that moves me,Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"To courage again, oh yeah",Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
You're the love that rescues me,Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
When the cold winds rage,Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
And it's so amazing,Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
'Cause that's just how you are,Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
And I can't turn back now,Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
'Cause you've brought me too far,Verse 2,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"I need you like water, like breath, like rain",Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you like mercy from Heaven's gate,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
There's a freedom in your arms,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
That carries me through,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"Oh, yes I do, oh",Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"I need you like water, like breath, like rain",Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you like mercy from Heaven's gate,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
There's a freedom in your arms and it carries me through,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you,Chorus,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"Oh, yes I do",Outro,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you,Outro,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"I need you, oh",Outro,LeAnn Rimes,I Need You,LeAnn Rimes,423026
I need you,Outro,LeAnn Rimes,I Need You,LeAnn Rimes,423026
"What's wrong, whats getting you down","What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Is it something I might have said?,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
You're walking around,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
With your head to the ground,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
And your eyes are watery red,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I know you've been through rough times,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
"Kicked around, thrown to the ground","What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
But you've always been the strong one,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
So don't tell me that nobody gets you,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
'cause I'm standing in your corner,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Knocking at tour door,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
You don't have to be alone,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Just call my name,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Let me be an answer,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
'cause it hurts me to see you this way,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I wanna ease your pain,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Help me understand,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Let me be your shelter my friend,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
We share a bond,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
You and I we belong,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
We're like coffee and morning trains,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
You strip my defenses,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I catch your pretenses,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
The same blood runs through our veins,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I swore I'd be your lifeline,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Made a vow that I'd surround you with love at every milestone,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I'll listen when nobody gets you,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I'm still standing in your corner,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Waiting by your door,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
You don't have to be alone,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Just call my name,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Let me be an answer,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
'cause it hurts me to see you this way,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I wanna ease your pain,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Help me understand,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Let me be your shelter my friend,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
It was not too long ago,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
You sought to understand,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
You helped me mend,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Remember when,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
So promise me you'll,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Call my name,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Let me be an answer,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
'cause it hurts me to see you this way,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I wanna ease your pain,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Help me understand,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
Let my be your shelter my friend,"What's wrong, whats getting you down",Corrinne May,Shelter,Corrinne May,1492186
I found a love for me,Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Oh darling, just dive right in and follow my lead",Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Well, I found a girl, beautiful and sweet",Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Oh, I never knew you were the someone waiting for me",Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
'Cause we were just kids when we fell in love,Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
Not knowing what it was,Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
I will not give you up this time,Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
"But darling, just kiss me slow, your heart is all I own",Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
"And in your eyes, you're holding mine",Verse 1,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Baby, I'm dancing in the dark with you between my arms",Chorus,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Barefoot on the grass, listening to our favourite song",Chorus,Ed Sheeran,Perfect,Ed Sheeran,2953761
"When you said you looked a mess, I whispered underneath my breath",Chorus,Ed Sheeran,Perfect,Ed Sheeran,2953761
"But you heard it, darling, you look perfect tonight",Chorus,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Well I found a woman, stronger than anyone I know",Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"She shares my dreams, I hope that someday I'll share her home",Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"I found a love, to carry more than just my secrets",Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"To carry love, to carry children of our own",Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"We are still kids, but we're so in love",Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
Fighting against all odds,Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
I know we'll be alright this time,Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Darling, just hold my hand",Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Be my girl, I'll be your man",Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
I see my future in your eyes,Verse 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Baby, I'm dancing in the dark, with you between my arms",Chorus 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Barefoot on the grass, listening to our favorite song",Chorus 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"When I saw you in that dress, looking so beautiful",Chorus 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"I don't deserve this, darling, you look perfect tonight",Chorus 2,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Baby, I'm dancing in the dark, with you between my arms",Chorus 3,Ed Sheeran,Perfect,Ed Sheeran,2953761
"Barefoot on the grass, listening to our favorite song",Chorus 3,Ed Sheeran,Perfect,Ed Sheeran,2953761
I have faith in what I see,Chorus 3,Ed Sheeran,Perfect,Ed Sheeran,2953761
Now I know I have met an angel in person,Chorus 3,Ed Sheeran,Perfect,Ed Sheeran,2953761
And she looks perfect,Chorus 3,Ed Sheeran,Perfect,Ed Sheeran,2953761
I don't deserve this,Chorus 3,Ed Sheeran,Perfect,Ed Sheeran,2953761
You look perfect tonight,Chorus 3,Ed Sheeran,Perfect,Ed Sheeran,2953761
Sunny days seem to hurt the most,Verse 1,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
I wear the pain like a heavy coat,Verse 1,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
I feel you everywhere I go,Verse 1,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
"I see your smile, I see your face",Verse 1,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
I hear you laughing in the rain,Verse 1,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
I still can't believe you're gone,Verse 1,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
It ain't fair: you died too young,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Like the story that had just begun,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
But death tore the pages all away,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
God knows how I miss you,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
All the hell that I've been through,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Just knowing no-one could take your place,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
An' sometimes I wonder,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Who'd you be today?,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Would you see the world? Would you chase your dreams?,Verse 2,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Settle down with a family,Verse 2,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
I wonder what would you name your babies?,Verse 2,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Some days the sky's so blue,Verse 2,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
I feel like I can talk to you,Verse 2,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
An' I know it might sound crazy,Verse 2,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
It ain't fair: you died too young,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Like the story that had just begun,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
But death tore the pages all away,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
God knows how I miss you,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
All the hell that I've been through,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Just knowing no-one could take your place,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
An' sometimes I wonder,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Who'd you be today?,Chorus,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
"Today, today, today",Break,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
"Today, today, today",Break,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Sunny days seem to hurt the most,Outro,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
I wear the pain like a heavy coat,Outro,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
The only thing that gives me hope,Outro,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Is I know I'll see you again someday,Outro,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
"Someday, someday, someday",Outro,Kenny Chesney,Who You’d Be Today,Kenny Chesney,195571
Dreams: that's where I have to go,Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
To see your beautiful face anymore,Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I stare at a picture of you and listen to the radio,Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"Hope, hope there's a conversation",Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
We both admit we had it good,Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"But until then it's alienation, I know",Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
That much is understood,Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
And I realize,Verse 1,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
If you ask me how I'm doing,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I would say I'm doing just fine,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I would lie and say that you're not on my mind,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"(You're not on my mind, you're not on my mind)",Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
But I go out and I sit down at a table set for two,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
And finally I'm forced to face the truth,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"No matter what I say, I'm not over you",Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
Not over you (not over you),Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"Damn, damn girl you do it well",Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
And I thought you were innocent,Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
Took this heart and put it through hell,Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
But still you're magnificent,Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"I, I'm a boomerang, doesn't matter how you throw me",Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I turn around and I'm back in the game,Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
Even better than the old me (Old me),Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
But I'm not even close without you,Verse 2,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
If you ask me how I'm doing,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I would say I'm doing just fine,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I would lie and say that you're not on my mind,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"(You're not on my mind, you're not on my mind)",Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
But I go out and I sit down at a table set for two,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
And finally I'm forced to face the truth,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"No matter what I say, I'm not over you",Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
And if I had the chance to renew,Bridge,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
You know there isn't a thing I wouldn't do,Bridge,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I could get back on the right track,Bridge,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
But only if you'd be convinced,Bridge,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
So until then...,Bridge,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
If you ask me how I'm doing,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I would say I'm doing just fine,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
I would lie and say that you're not on my mind,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
But I go out and I sit down at a table set for two,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
And finally I'm forced to face the truth,Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
"No matter what I say, I'm not over you",Chorus,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
Not over you (Not over you),Outro,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
Not over you (Not over you),Outro,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
Not over you (Not over you),Outro,Gavin DeGraw,Not Over You,Gavin DeGraw,65886
It's amazing how you can speak right to my heart,Verse 1,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
"Without saying a word, you can light up the dark",Verse 1,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
Try as I may I can never explain,Verse 1,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
What I hear when you don't say a thing,Verse 1,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
The smile on your face lets me know that you need me,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
There's a truth in your eyes saying you'll never leave me,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
The touch of your hand says you'll catch me wherever I fall,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
You say it best when you say nothing at all,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
All day long I can hear people talking out loud,Verse 2,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
"But when you hold me near, you drown out the crowd",Verse 2,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
Try as they may they could never define,Verse 2,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
What's been said between your heart and mine,Verse 2,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
The smile on your face lets me know that you need me,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
There's a truth in your eyes saying you'll never leave me,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
The touch of your hand says you'll catch me wherever I fall,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
"You say it best, you say it best, when you say nothing at all",Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
"Oh, the smile on your face lets me know that you need me",Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
There's a truth in your eyes saying you'll never leave me,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
The touch of your hand says you'll catch me wherever I fall,Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
"You say it best, you say it best, when you say nothing at all",Chorus,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
You say it best when you say nothing at all,Outro,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
You say it best when you say nothing at all,Outro,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
That smile on your face,Outro,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
"The truth in your eyes, the touch of your hand",Outro,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
Let's me know that you need me,Outro,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
You say it best when you say nothing at all,Outro,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
You say it best when you say nothing at all,Outro,Ronan Keating,When You Say Nothing At All,Ronan Keating,656552
I remember thinking 'bout forever,Verse 1,Lady A,I Did With You,Lady A,515710
Sittin' there with you by the river,Verse 1,Lady A,I Did With You,Lady A,515710
We danced in the headlights,Verse 1,Lady A,I Did With You,Lady A,515710
And fell for the first time,Verse 1,Lady A,I Did With You,Lady A,515710
I remember telling you I loved you,Verse 2,Lady A,I Did With You,Lady A,515710
The northern star rising above you,Verse 2,Lady A,I Did With You,Lady A,515710
"And in that moment, I thought every dream would come true",Verse 2,Lady A,I Did With You,Lady A,515710
"Oh, but some just never do",Verse 2,Lady A,I Did With You,Lady A,515710
Love comes in circles,Chorus,Lady A,I Did With You,Lady A,515710
And love takes its own time,Chorus,Lady A,I Did With You,Lady A,515710
"Bending and breaking, not taking a straight line",Chorus,Lady A,I Did With You,Lady A,515710
I never knew another love timeless and true,Chorus,Lady A,I Did With You,Lady A,515710
"Oh, but I did, yeah, I did with you",Chorus,Lady A,I Did With You,Lady A,515710
"Oh, I did, I did with you",Chorus,Lady A,I Did With You,Lady A,515710
Through the years I just kept on believing,Verse 3,Lady A,I Did With You,Lady A,515710
There had to be a plan or a reason,Verse 3,Lady A,I Did With You,Lady A,515710
But Heaven was silent and life just kept moving on,Verse 3,Lady A,I Did With You,Lady A,515710
'Till my heart knew the moment was gone,Verse 3,Lady A,I Did With You,Lady A,515710
Ohh,Verse 3,Lady A,I Did With You,Lady A,515710
Love comes in circles,Chorus,Lady A,I Did With You,Lady A,515710
And love takes its own time,Chorus,Lady A,I Did With You,Lady A,515710
"Bending and breaking, not taking a straight line",Chorus,Lady A,I Did With You,Lady A,515710
I never knew another love timeless and true,Chorus,Lady A,I Did With You,Lady A,515710
"Oh, but I did, yeah, I did with you",Chorus,Lady A,I Did With You,Lady A,515710
Love is the reason why,Bridge,Lady A,I Did With You,Lady A,515710
Miracles never die,Bridge,Lady A,I Did With You,Lady A,515710
They just live on and on,Bridge,Lady A,I Did With You,Lady A,515710
"Like a song, like a song",Bridge,Lady A,I Did With You,Lady A,515710
In the hearts of ones you leave behind,Bridge,Lady A,I Did With You,Lady A,515710
"Ohh, yeah",Bridge,Lady A,I Did With You,Lady A,515710
Love comes in circles,Chorus,Lady A,I Did With You,Lady A,515710
And love takes its own time,Chorus,Lady A,I Did With You,Lady A,515710
"Bending and breaking, not taking a straight line",Chorus,Lady A,I Did With You,Lady A,515710
I never knew another love timeless and true,Chorus,Lady A,I Did With You,Lady A,515710
"Oh, but I did, yeah, I did with you",Chorus,Lady A,I Did With You,Lady A,515710
"Oh, I did, yeah, I did with you",Chorus,Lady A,I Did With You,Lady A,515710
And I'd give up forever to touch you,Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
Cause I know that you feel me somehow,Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
You're the closest to heaven that I'll ever be,Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
And I don't want to go home right now,Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
And all I can taste is this moment,Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
And all I can breathe is your life,Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
"'Cause sooner or later, it's over",Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
I just don't want to miss you tonight,Verse 1,Scum,Iris (goo goo dolls cover),Scum,3815284
And I don't want the world to see me,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
'Cause I don't think that they'd understand,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
When everything's made to be broken,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
I just want you to know who I am,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
And you can't fight the tears that ain't coming,Verse 2,Scum,Iris (goo goo dolls cover),Scum,3815284
Or the moment of truth in your lies,Verse 2,Scum,Iris (goo goo dolls cover),Scum,3815284
When everything feels like the movies,Verse 2,Scum,Iris (goo goo dolls cover),Scum,3815284
"Yeah, you bleed just to know you're alive",Verse 2,Scum,Iris (goo goo dolls cover),Scum,3815284
And I don't want the world to see me,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
'Cause I don't think that they'd understand,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
When everything's made to be broken,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
I just want you to know who I am,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
And I don't want the world to see me,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
